id,product_id,sku,quantity_available,reserved_quantity,reorder_threshold,warehouse_location,shelf_location,last_updated,status
560,560,SKU39351,500,0,20,WH2,SHELF560,'2025-05-13 10:00:00',LOW_STOCK
561,561,SKU73949,500,0,20,WH3,SHELF561,'2025-05-13 10:00:00',OUT_OF_STOCK
562,562,SKU81413,500,0,20,WH2,SHELF562,'2025-05-13 10:00:00',IN_STOCK
563,563,SKU75026,500,0,20,WH1,SHELF563,'2025-05-13 10:00:00',LOW_STOCK
564,564,SKU63589,500,0,20,WH3,SHELF564,'2025-05-13 10:00:00',OUT_OF_STOCK
565,565,SKU93098,500,0,20,WH2,SHELF565,'2025-05-13 10:00:00',IN_STOCK
566,566,SKU34761,500,0,20,WH3,SHELF566,'2025-05-13 10:00:00',LOW_STOCK
567,567,SKU33750,500,0,20,WH2,SHELF567,'2025-05-13 10:00:00',OUT_OF_STOCK
568,568,SKU80607,500,0,20,WH1,SHELF568,'2025-05-13 10:00:00',IN_STOCK
569,569,SKU72156,500,0,20,WH3,SHELF569,'2025-05-13 10:00:00',LOW_STOCK
570,570,SKU55512,500,0,20,WH2,SHELF570,'2025-05-13 10:00:00',OUT_OF_STOCK
571,571,SKU67172,500,0,20,WH3,SHELF571,'2025-05-13 10:00:00',IN_STOCK
572,572,SKU25353,500,0,20,WH2,SHELF572,'2025-05-13 10:00:00',LOW_STOCK
573,573,SKU72144,500,0,20,WH1,SHELF573,'2025-05-13 10:00:00',OUT_OF_STOCK
574,574,SKU49229,500,0,20,WH3,SHELF574,'2025-05-13 10:00:00',IN_STOCK
575,575,SKU26049,500,0,20,WH2,SHELF575,'2025-05-13 10:00:00',LOW_STOCK
576,576,SKU35121,500,0,20,WH3,SHELF576,'2025-05-13 10:00:00',OUT_OF_STOCK
577,577,SKU96220,500,0,20,WH2,SHELF577,'2025-05-13 10:00:00',IN_STOCK
578,578,SKU49267,500,0,20,WH1,SHELF578,'2025-05-13 10:00:00',LOW_STOCK
579,579,SKU94621,500,0,20,WH3,SHELF579,'2025-05-13 10:00:00',OUT_OF_STOCK
580,580,SKU91626,500,0,20,WH2,SHELF580,'2025-05-13 10:00:00',IN_STOCK
581,581,SKU29075,500,0,20,WH3,SHELF581,'2025-05-13 10:00:00',LOW_STOCK
582,582,SKU66139,500,0,20,WH2,SHELF582,'2025-05-13 10:00:00',OUT_OF_STOCK
583,583,SKU78849,500,0,20,WH1,SHELF583,'2025-05-13 10:00:00',IN_STOCK
584,584,SKU83297,500,0,20,WH3,SHELF584,'2025-05-13 10:00:00',LOW_STOCK
585,585,SKU19646,500,0,20,WH2,SHELF585,'2025-05-13 10:00:00',OUT_OF_STOCK
586,586,SKU24813,500,0,20,WH3,SHELF586,'2025-05-13 10:00:00',IN_STOCK
587,587,SKU27564,500,0,20,WH2,SHELF587,'2025-05-13 10:00:00',LOW_STOCK
588,588,SKU39285,500,0,20,WH1,SHELF588,'2025-05-13 10:00:00',OUT_OF_STOCK
589,589,SKU34090,500,0,20,WH3,SHELF589,'2025-05-13 10:00:00',IN_STOCK
590,590,SKU45580,500,0,20,WH2,SHELF590,'2025-05-13 10:00:00',LOW_STOCK
591,591,SKU11455,500,0,20,WH3,SHELF591,'2025-05-13 10:00:00',OUT_OF_STOCK
592,592,SKU68896,500,0,20,WH2,SHELF592,'2025-05-13 10:00:00',IN_STOCK
593,593,SKU82191,500,0,20,WH1,SHELF593,'2025-05-13 10:00:00',LOW_STOCK
594,594,SKU48560,500,0,20,WH3,SHELF594,'2025-05-13 10:00:00',OUT_OF_STOCK
595,595,SKU62737,500,0,20,WH2,SHELF595,'2025-05-13 10:00:00',IN_STOCK
596,596,SKU74082,500,0,20,WH3,SHELF596,'2025-05-13 10:00:00',LOW_STOCK
597,597,SKU31029,500,0,20,WH2,SHELF597,'2025-05-13 10:00:00',OUT_OF_STOCK
598,598,SKU59581,500,0,20,WH1,SHELF598,'2025-05-13 10:00:00',IN_STOCK
599,599,SKU31746,500,0,20,WH3,SHELF599,'2025-05-13 10:00:00',LOW_STOCK
600,600,SKU46935,500,0,20,WH2,SHELF600,'2025-05-13 10:00:00',OUT_OF_STOCK
601,601,SKU46313,500,0,20,WH3,SHELF601,'2025-05-13 10:00:00',IN_STOCK
602,602,SKU95828,500,0,20,WH2,SHELF602,'2025-05-13 10:00:00',LOW_STOCK
603,603,SKU81996,500,0,20,WH1,SHELF603,'2025-05-13 10:00:00',OUT_OF_STOCK
604,604,SKU84823,500,0,20,WH3,SHELF604,'2025-05-13 10:00:00',IN_STOCK
605,605,SKU21879,500,0,20,WH2,SHELF605,'2025-05-13 10:00:00',LOW_STOCK
606,606,SKU60730,500,0,20,WH3,SHELF606,'2025-05-13 10:00:00',OUT_OF_STOCK
607,607,SKU75178,500,0,20,WH2,SHELF607,'2025-05-13 10:00:00',IN_STOCK
608,608,SKU77776,500,0,20,WH1,SHELF608,'2025-05-13 10:00:00',LOW_STOCK
609,609,SKU32146,500,0,20,WH3,SHELF609,'2025-05-13 10:00:00',OUT_OF_STOCK
610,610,SKU33480,500,0,20,WH2,SHELF610,'2025-05-13 10:00:00',IN_STOCK
611,611,SKU69714,500,0,20,WH3,SHELF611,'2025-05-13 10:00:00',LOW_STOCK
612,612,SKU56229,500,0,20,WH2,SHELF612,'2025-05-13 10:00:00',OUT_OF_STOCK
613,613,SKU51463,500,0,20,WH1,SHELF613,'2025-05-13 10:00:00',IN_STOCK
614,614,SKU14855,500,0,20,WH3,SHELF614,'2025-05-13 10:00:00',LOW_STOCK
615,615,SKU35249,500,0,20,WH2,SHELF615,'2025-05-13 10:00:00',OUT_OF_STOCK
616,616,SKU10695,500,0,20,WH3,SHELF616,'2025-05-13 10:00:00',IN_STOCK
617,617,SKU77507,500,0,20,WH2,SHELF617,'2025-05-13 10:00:00',LOW_STOCK
618,618,SKU84407,500,0,20,WH1,SHELF618,'2025-05-13 10:00:00',OUT_OF_STOCK
619,619,SKU54450,500,0,20,WH3,SHELF619,'2025-05-13 10:00:00',IN_STOCK
620,620,SKU15938,500,0,20,WH2,SHELF620,'2025-05-13 10:00:00',LOW_STOCK
621,621,SKU61951,500,0,20,WH3,SHELF621,'2025-05-13 10:00:00',OUT_OF_STOCK
622,622,SKU70303,500,0,20,WH2,SHELF622,'2025-05-13 10:00:00',IN_STOCK
623,623,SKU60234,500,0,20,WH1,SHELF623,'2025-05-13 10:00:00',LOW_STOCK
624,624,SKU98280,500,0,20,WH3,SHELF624,'2025-05-13 10:00:00',OUT_OF_STOCK
625,625,SKU22667,500,0,20,WH2,SHELF625,'2025-05-13 10:00:00',IN_STOCK
626,626,SKU11524,500,0,20,WH3,SHELF626,'2025-05-13 10:00:00',LOW_STOCK
627,627,SKU22506,500,0,20,WH2,SHELF627,'2025-05-13 10:00:00',OUT_OF_STOCK
628,628,SKU41137,500,0,20,WH1,SHELF628,'2025-05-13 10:00:00',IN_STOCK
629,629,SKU84156,500,0,20,WH3,SHELF629,'2025-05-13 10:00:00',LOW_STOCK
630,630,SKU41187,500,0,20,WH2,SHELF630,'2025-05-13 10:00:00',OUT_OF_STOCK
631,631,SKU51624,500,0,20,WH3,SHELF631,'2025-05-13 10:00:00',IN_STOCK
632,632,SKU93580,500,0,20,WH2,SHELF632,'2025-05-13 10:00:00',LOW_STOCK
633,633,SKU44741,500,0,20,WH1,SHELF633,'2025-05-13 10:00:00',OUT_OF_STOCK
634,634,SKU62050,500,0,20,WH3,SHELF634,'2025-05-13 10:00:00',IN_STOCK
635,635,SKU83072,500,0,20,WH2,SHELF635,'2025-05-13 10:00:00',LOW_STOCK
636,636,SKU56185,500,0,20,WH3,SHELF636,'2025-05-13 10:00:00',OUT_OF_STOCK
637,637,SKU37998,500,0,20,WH2,SHELF637,'2025-05-13 10:00:00',IN_STOCK
638,638,SKU27769,500,0,20,WH1,SHELF638,'2025-05-13 10:00:00',LOW_STOCK
639,639,SKU28417,500,0,20,WH3,SHELF639,'2025-05-13 10:00:00',OUT_OF_STOCK
640,640,SKU14525,500,0,20,WH2,SHELF640,'2025-05-13 10:00:00',IN_STOCK
641,641,SKU43426,500,0,20,WH3,SHELF641,'2025-05-13 10:00:00',LOW_STOCK
642,642,SKU32321,500,0,20,WH2,SHELF642,'2025-05-13 10:00:00',OUT_OF_STOCK
643,643,SKU61121,500,0,20,WH1,SHELF643,'2025-05-13 10:00:00',IN_STOCK
644,644,SKU73241,500,0,20,WH3,SHELF644,'2025-05-13 10:00:00',LOW_STOCK
645,645,SKU45362,500,0,20,WH2,SHELF645,'2025-05-13 10:00:00',OUT_OF_STOCK
646,646,SKU73446,500,0,20,WH3,SHELF646,'2025-05-13 10:00:00',IN_STOCK
647,647,SKU93662,500,0,20,WH2,SHELF647,'2025-05-13 10:00:00',LOW_STOCK
648,648,SKU66657,500,0,20,WH1,SHELF648,'2025-05-13 10:00:00',OUT_OF_STOCK
649,649,SKU15003,500,0,20,WH3,SHELF649,'2025-05-13 10:00:00',IN_STOCK
650,650,SKU81078,500,0,20,WH2,SHELF650,'2025-05-13 10:00:00',LOW_STOCK
651,651,SKU28946,500,0,20,WH3,SHELF651,'2025-05-13 10:00:00',OUT_OF_STOCK
652,652,SKU12034,500,0,20,WH2,SHELF652,'2025-05-13 10:00:00',IN_STOCK
653,653,SKU42738,500,0,20,WH1,SHELF653,'2025-05-13 10:00:00',LOW_STOCK
654,654,SKU44101,500,0,20,WH3,SHELF654,'2025-05-13 10:00:00',OUT_OF_STOCK
655,655,SKU98111,500,0,20,WH2,SHELF655,'2025-05-13 10:00:00',IN_STOCK
656,656,SKU43789,500,0,20,WH3,SHELF656,'2025-05-13 10:00:00',LOW_STOCK
657,657,SKU89681,500,0,20,WH2,SHELF657,'2025-05-13 10:00:00',OUT_OF_STOCK
658,658,SKU48790,500,0,20,WH1,SHELF658,'2025-05-13 10:00:00',IN_STOCK
659,659,SKU37501,500,0,20,WH3,SHELF659,'2025-05-13 10:00:00',LOW_STOCK
660,660,SKU58660,500,0,20,WH2,SHELF660,'2025-05-13 10:00:00',OUT_OF_STOCK
661,661,SKU32274,500,0,20,WH3,SHELF661,'2025-05-13 10:00:00',IN_STOCK
662,662,SKU66660,500,0,20,WH2,SHELF662,'2025-05-13 10:00:00',LOW_STOCK
663,663,SKU68824,500,0,20,WH1,SHELF663,'2025-05-13 10:00:00',OUT_OF_STOCK
664,664,SKU52179,500,0,20,WH3,SHELF664,'2025-05-13 10:00:00',IN_STOCK
665,665,SKU71101,500,0,20,WH2,SHELF665,'2025-05-13 10:00:00',LOW_STOCK
666,666,SKU87675,500,0,20,WH3,SHELF666,'2025-05-13 10:00:00',OUT_OF_STOCK
667,667,SKU51068,500,0,20,WH2,SHELF667,'2025-05-13 10:00:00',IN_STOCK
668,668,SKU85159,500,0,20,WH1,SHELF668,'2025-05-13 10:00:00',LOW_STOCK
669,669,SKU85714,500,0,20,WH3,SHELF669,'2025-05-13 10:00:00',OUT_OF_STOCK
670,670,SKU10116,500,0,20,WH2,SHELF670,'2025-05-13 10:00:00',IN_STOCK
671,671,SKU59537,500,0,20,WH3,SHELF671,'2025-05-13 10:00:00',LOW_STOCK
672,672,SKU10980,500,0,20,WH2,SHELF672,'2025-05-13 10:00:00',OUT_OF_STOCK
673,673,SKU53249,500,0,20,WH1,SHELF673,'2025-05-13 10:00:00',IN_STOCK
674,674,SKU35998,500,0,20,WH3,SHELF674,'2025-05-13 10:00:00',LOW_STOCK
675,675,SKU51621,500,0,20,WH2,SHELF675,'2025-05-13 10:00:00',OUT_OF_STOCK
676,676,SKU16942,500,0,20,WH3,SHELF676,'2025-05-13 10:00:00',IN_STOCK
677,677,SKU85193,500,0,20,WH2,SHELF677,'2025-05-13 10:00:00',LOW_STOCK
678,678,SKU35592,500,0,20,WH1,SHELF678,'2025-05-13 10:00:00',OUT_OF_STOCK
679,679,SKU41730,500,0,20,WH3,SHELF679,'2025-05-13 10:00:00',IN_STOCK
680,680,SKU56978,500,0,20,WH2,SHELF680,'2025-05-13 10:00:00',LOW_STOCK
681,681,SKU82524,500,0,20,WH3,SHELF681,'2025-05-13 10:00:00',OUT_OF_STOCK
682,682,SKU34976,500,0,20,WH2,SHELF682,'2025-05-13 10:00:00',IN_STOCK
683,683,SKU73308,500,0,20,WH1,SHELF683,'2025-05-13 10:00:00',LOW_STOCK
684,684,SKU32525,500,0,20,WH3,SHELF684,'2025-05-13 10:00:00',OUT_OF_STOCK
685,685,SKU24868,500,0,20,WH2,SHELF685,'2025-05-13 10:00:00',IN_STOCK
686,686,SKU89279,500,0,20,WH3,SHELF686,'2025-05-13 10:00:00',LOW_STOCK
687,687,SKU68282,500,0,20,WH2,SHELF687,'2025-05-13 10:00:00',OUT_OF_STOCK
688,688,SKU13886,500,0,20,WH1,SHELF688,'2025-05-13 10:00:00',IN_STOCK
689,689,SKU46985,500,0,20,WH3,SHELF689,'2025-05-13 10:00:00',LOW_STOCK
690,690,SKU80151,500,0,20,WH2,SHELF690,'2025-05-13 10:00:00',OUT_OF_STOCK
691,691,SKU26063,500,0,20,WH3,SHELF691,'2025-05-13 10:00:00',IN_STOCK
692,692,SKU45445,500,0,20,WH2,SHELF692,'2025-05-13 10:00:00',LOW_STOCK
693,693,SKU22255,500,0,20,WH1,SHELF693,'2025-05-13 10:00:00',OUT_OF_STOCK
694,694,SKU73155,500,0,20,WH3,SHELF694,'2025-05-13 10:00:00',IN_STOCK
695,695,SKU81979,500,0,20,WH2,SHELF695,'2025-05-13 10:00:00',LOW_STOCK
696,696,SKU55591,500,0,20,WH3,SHELF696,'2025-05-13 10:00:00',OUT_OF_STOCK
697,697,SKU23395,500,0,20,WH2,SHELF697,'2025-05-13 10:00:00',IN_STOCK
698,698,SKU31069,500,0,20,WH1,SHELF698,'2025-05-13 10:00:00',LOW_STOCK
699,699,SKU40786,500,0,20,WH3,SHELF699,'2025-05-13 10:00:00',OUT_OF_STOCK
700,700,SKU88989,500,0,20,WH2,SHELF700,'2025-05-13 10:00:00',IN_STOCK
701,701,SKU90196,500,0,20,WH3,SHELF701,'2025-05-13 10:00:00',LOW_STOCK
702,702,SKU88032,500,0,20,WH2,SHELF702,'2025-05-13 10:00:00',OUT_OF_STOCK
703,703,SKU34936,500,0,20,WH1,SHELF703,'2025-05-13 10:00:00',IN_STOCK
704,704,SKU78342,500,0,20,WH3,SHELF704,'2025-05-13 10:00:00',LOW_STOCK
705,705,SKU98991,500,0,20,WH2,SHELF705,'2025-05-13 10:00:00',OUT_OF_STOCK
706,706,SKU90348,500,0,20,WH3,SHELF706,'2025-05-13 10:00:00',IN_STOCK
707,707,SKU28650,500,0,20,WH2,SHELF707,'2025-05-13 10:00:00',LOW_STOCK
708,708,SKU19628,500,0,20,WH1,SHELF708,'2025-05-13 10:00:00',OUT_OF_STOCK
709,709,SKU48544,500,0,20,WH3,SHELF709,'2025-05-13 10:00:00',IN_STOCK
710,710,SKU69126,500,0,20,WH2,SHELF710,'2025-05-13 10:00:00',LOW_STOCK
711,711,SKU28146,500,0,20,WH3,SHELF711,'2025-05-13 10:00:00',OUT_OF_STOCK
712,712,SKU84026,500,0,20,WH2,SHELF712,'2025-05-13 10:00:00',IN_STOCK
713,713,SKU69433,500,0,20,WH1,SHELF713,'2025-05-13 10:00:00',LOW_STOCK
714,714,SKU13210,500,0,20,WH3,SHELF714,'2025-05-13 10:00:00',OUT_OF_STOCK
715,715,SKU58175,500,0,20,WH2,SHELF715,'2025-05-13 10:00:00',IN_STOCK
716,716,SKU98017,500,0,20,WH3,SHELF716,'2025-05-13 10:00:00',LOW_STOCK
717,717,SKU43515,500,0,20,WH2,SHELF717,'2025-05-13 10:00:00',OUT_OF_STOCK
718,718,SKU36254,500,0,20,WH1,SHELF718,'2025-05-13 10:00:00',IN_STOCK
719,719,SKU30218,500,0,20,WH3,SHELF719,'2025-05-13 10:00:00',LOW_STOCK
720,720,SKU31263,500,0,20,WH2,SHELF720,'2025-05-13 10:00:00',OUT_OF_STOCK
721,721,SKU86080,500,0,20,WH3,SHELF721,'2025-05-13 10:00:00',IN_STOCK
722,722,SKU99527,500,0,20,WH2,SHELF722,'2025-05-13 10:00:00',LOW_STOCK
723,723,SKU20239,500,0,20,WH1,SHELF723,'2025-05-13 10:00:00',OUT_OF_STOCK
724,724,SKU99517,500,0,20,WH3,SHELF724,'2025-05-13 10:00:00',IN_STOCK
725,725,SKU69447,500,0,20,WH2,SHELF725,'2025-05-13 10:00:00',LOW_STOCK
726,726,SKU54654,500,0,20,WH3,SHELF726,'2025-05-13 10:00:00',OUT_OF_STOCK
727,727,SKU39856,500,0,20,WH2,SHELF727,'2025-05-13 10:00:00',IN_STOCK
728,728,SKU38045,500,0,20,WH1,SHELF728,'2025-05-13 10:00:00',LOW_STOCK
729,729,SKU64698,500,0,20,WH3,SHELF729,'2025-05-13 10:00:00',OUT_OF_STOCK
730,730,SKU69967,500,0,20,WH2,SHELF730,'2025-05-13 10:00:00',IN_STOCK
731,731,SKU77730,500,0,20,WH3,SHELF731,'2025-05-13 10:00:00',LOW_STOCK
732,732,SKU27539,500,0,20,WH2,SHELF732,'2025-05-13 10:00:00',OUT_OF_STOCK
733,733,SKU34552,500,0,20,WH1,SHELF733,'2025-05-13 10:00:00',IN_STOCK
734,734,SKU97351,500,0,20,WH3,SHELF734,'2025-05-13 10:00:00',LOW_STOCK
735,735,SKU45636,500,0,20,WH2,SHELF735,'2025-05-13 10:00:00',OUT_OF_STOCK
736,736,SKU87427,500,0,20,WH3,SHELF736,'2025-05-13 10:00:00',IN_STOCK
737,737,SKU43345,500,0,20,WH2,SHELF737,'2025-05-13 10:00:00',LOW_STOCK
738,738,SKU39786,500,0,20,WH1,SHELF738,'2025-05-13 10:00:00',OUT_OF_STOCK
739,739,SKU60265,500,0,20,WH3,SHELF739,'2025-05-13 10:00:00',IN_STOCK
740,740,SKU82005,500,0,20,WH2,SHELF740,'2025-05-13 10:00:00',LOW_STOCK
741,741,SKU20194,500,0,20,WH3,SHELF741,'2025-05-13 10:00:00',OUT_OF_STOCK
742,742,SKU99856,500,0,20,WH2,SHELF742,'2025-05-13 10:00:00',IN_STOCK
743,743,SKU65343,500,0,20,WH1,SHELF743,'2025-05-13 10:00:00',LOW_STOCK
744,744,SKU47014,500,0,20,WH3,SHELF744,'2025-05-13 10:00:00',OUT_OF_STOCK
745,745,SKU98372,500,0,20,WH2,SHELF745,'2025-05-13 10:00:00',IN_STOCK
746,746,SKU85609,500,0,20,WH3,SHELF746,'2025-05-13 10:00:00',LOW_STOCK
747,747,SKU94688,500,0,20,WH2,SHELF747,'2025-05-13 10:00:00',OUT_OF_STOCK
748,748,SKU35950,500,0,20,WH1,SHELF748,'2025-05-13 10:00:00',IN_STOCK
749,749,SKU48305,500,0,20,WH3,SHELF749,'2025-05-13 10:00:00',LOW_STOCK
750,750,SKU72385,500,0,20,WH2,SHELF750,'2025-05-13 10:00:00',OUT_OF_STOCK
751,751,SKU30738,500,0,20,WH3,SHELF751,'2025-05-13 10:00:00',IN_STOCK
752,752,SKU38063,500,0,20,WH2,SHELF752,'2025-05-13 10:00:00',LOW_STOCK
753,753,SKU17858,500,0,20,WH1,SHELF753,'2025-05-13 10:00:00',OUT_OF_STOCK
754,754,SKU58297,500,0,20,WH3,SHELF754,'2025-05-13 10:00:00',IN_STOCK
755,755,SKU32010,500,0,20,WH2,SHELF755,'2025-05-13 10:00:00',LOW_STOCK
756,756,SKU57701,500,0,20,WH3,SHELF756,'2025-05-13 10:00:00',OUT_OF_STOCK
757,757,SKU10750,500,0,20,WH2,SHELF757,'2025-05-13 10:00:00',IN_STOCK
758,758,SKU92215,500,0,20,WH1,SHELF758,'2025-05-13 10:00:00',LOW_STOCK
759,759,SKU87038,500,0,20,WH3,SHELF759,'2025-05-13 10:00:00',OUT_OF_STOCK
760,760,SKU54389,500,0,20,WH2,SHELF760,'2025-05-13 10:00:00',IN_STOCK
761,761,SKU88933,500,0,20,WH3,SHELF761,'2025-05-13 10:00:00',LOW_STOCK
762,762,SKU83406,500,0,20,WH2,SHELF762,'2025-05-13 10:00:00',OUT_OF_STOCK
763,763,SKU51201,500,0,20,WH1,SHELF763,'2025-05-13 10:00:00',IN_STOCK
764,764,SKU44690,500,0,20,WH3,SHELF764,'2025-05-13 10:00:00',LOW_STOCK
765,765,SKU65092,500,0,20,WH2,SHELF765,'2025-05-13 10:00:00',OUT_OF_STOCK
766,766,SKU90714,500,0,20,WH3,SHELF766,'2025-05-13 10:00:00',IN_STOCK
767,767,SKU13934,500,0,20,WH2,SHELF767,'2025-05-13 10:00:00',LOW_STOCK
768,768,SKU95214,500,0,20,WH1,SHELF768,'2025-05-13 10:00:00',OUT_OF_STOCK
769,769,SKU39517,500,0,20,WH3,SHELF769,'2025-05-13 10:00:00',IN_STOCK
770,770,SKU95958,500,0,20,WH2,SHELF770,'2025-05-13 10:00:00',LOW_STOCK
771,771,SKU99072,500,0,20,WH3,SHELF771,'2025-05-13 10:00:00',OUT_OF_STOCK
772,772,SKU52687,500,0,20,WH2,SHELF772,'2025-05-13 10:00:00',IN_STOCK
773,773,SKU87238,500,0,20,WH1,SHELF773,'2025-05-13 10:00:00',LOW_STOCK
774,774,SKU80582,500,0,20,WH3,SHELF774,'2025-05-13 10:00:00',OUT_OF_STOCK
775,775,SKU40539,500,0,20,WH2,SHELF775,'2025-05-13 10:00:00',IN_STOCK
776,776,SKU80931,500,0,20,WH3,SHELF776,'2025-05-13 10:00:00',LOW_STOCK
777,777,SKU83500,500,0,20,WH2,SHELF777,'2025-05-13 10:00:00',OUT_OF_STOCK
778,778,SKU94470,500,0,20,WH1,SHELF778,'2025-05-13 10:00:00',IN_STOCK
779,779,SKU27866,500,0,20,WH3,SHELF779,'2025-05-13 10:00:00',LOW_STOCK
780,780,SKU83191,500,0,20,WH2,SHELF780,'2025-05-13 10:00:00',OUT_OF_STOCK
781,781,SKU88730,500,0,20,WH3,SHELF781,'2025-05-13 10:00:00',IN_STOCK
782,782,SKU40307,500,0,20,WH2,SHELF782,'2025-05-13 10:00:00',LOW_STOCK
783,783,SKU45023,500,0,20,WH1,SHELF783,'2025-05-13 10:00:00',OUT_OF_STOCK
784,784,SKU59285,500,0,20,WH3,SHELF784,'2025-05-13 10:00:00',IN_STOCK
785,785,SKU22744,500,0,20,WH2,SHELF785,'2025-05-13 10:00:00',LOW_STOCK
786,786,SKU89499,500,0,20,WH3,SHELF786,'2025-05-13 10:00:00',OUT_OF_STOCK
787,787,SKU62864,500,0,20,WH2,SHELF787,'2025-05-13 10:00:00',IN_STOCK
788,788,SKU52782,500,0,20,WH1,SHELF788,'2025-05-13 10:00:00',LOW_STOCK
789,789,SKU85171,500,0,20,WH3,SHELF789,'2025-05-13 10:00:00',OUT_OF_STOCK
790,790,SKU38919,500,0,20,WH2,SHELF790,'2025-05-13 10:00:00',IN_STOCK
791,791,SKU45755,500,0,20,WH3,SHELF791,'2025-05-13 10:00:00',LOW_STOCK
792,792,SKU72458,500,0,20,WH2,SHELF792,'2025-05-13 10:00:00',OUT_OF_STOCK
793,793,SKU48564,500,0,20,WH1,SHELF793,'2025-05-13 10:00:00',IN_STOCK
794,794,SKU53035,500,0,20,WH3,SHELF794,'2025-05-13 10:00:00',LOW_STOCK
795,795,SKU29374,500,0,20,WH2,SHELF795,'2025-05-13 10:00:00',OUT_OF_STOCK
796,796,SKU65185,500,0,20,WH3,SHELF796,'2025-05-13 10:00:00',IN_STOCK
797,797,SKU38573,500,0,20,WH2,SHELF797,'2025-05-13 10:00:00',LOW_STOCK
798,798,SKU75170,500,0,20,WH1,SHELF798,'2025-05-13 10:00:00',OUT_OF_STOCK
799,799,SKU28179,500,0,20,WH3,SHELF799,'2025-05-13 10:00:00',IN_STOCK
800,800,SKU52450,500,0,20,WH2,SHELF800,'2025-05-13 10:00:00',LOW_STOCK
801,801,SKU63902,500,0,20,WH3,SHELF801,'2025-05-13 10:00:00',OUT_OF_STOCK
802,802,SKU29693,500,0,20,WH2,SHELF802,'2025-05-13 10:00:00',IN_STOCK
803,803,SKU57314,500,0,20,WH1,SHELF803,'2025-05-13 10:00:00',LOW_STOCK
804,804,SKU22811,500,0,20,WH3,SHELF804,'2025-05-13 10:00:00',OUT_OF_STOCK
805,805,SKU58954,500,0,20,WH2,SHELF805,'2025-05-13 10:00:00',IN_STOCK
806,806,SKU51823,500,0,20,WH3,SHELF806,'2025-05-13 10:00:00',LOW_STOCK
807,807,SKU43447,500,0,20,WH2,SHELF807,'2025-05-13 10:00:00',OUT_OF_STOCK
808,808,SKU46092,500,0,20,WH1,SHELF808,'2025-05-13 10:00:00',IN_STOCK
809,809,SKU13653,500,0,20,WH3,SHELF809,'2025-05-13 10:00:00',LOW_STOCK
810,810,SKU56018,500,0,20,WH2,SHELF810,'2025-05-13 10:00:00',OUT_OF_STOCK
811,811,SKU17510,500,0,20,WH3,SHELF811,'2025-05-13 10:00:00',IN_STOCK
812,812,SKU58825,500,0,20,WH2,SHELF812,'2025-05-13 10:00:00',LOW_STOCK
813,813,SKU18454,500,0,20,WH1,SHELF813,'2025-05-13 10:00:00',OUT_OF_STOCK
814,814,SKU74034,500,0,20,WH3,SHELF814,'2025-05-13 10:00:00',IN_STOCK
815,815,SKU33230,500,0,20,WH2,SHELF815,'2025-05-13 10:00:00',LOW_STOCK
816,816,SKU56149,500,0,20,WH3,SHELF816,'2025-05-13 10:00:00',OUT_OF_STOCK
817,817,SKU40188,500,0,20,WH2,SHELF817,'2025-05-13 10:00:00',IN_STOCK
818,818,SKU59576,500,0,20,WH1,SHELF818,'2025-05-13 10:00:00',LOW_STOCK
819,819,SKU74397,500,0,20,WH3,SHELF819,'2025-05-13 10:00:00',OUT_OF_STOCK
820,820,SKU90604,500,0,20,WH2,SHELF820,'2025-05-13 10:00:00',IN_STOCK
821,821,SKU64517,500,0,20,WH3,SHELF821,'2025-05-13 10:00:00',LOW_STOCK
822,822,SKU13805,500,0,20,WH2,SHELF822,'2025-05-13 10:00:00',OUT_OF_STOCK
823,823,SKU51018,500,0,20,WH1,SHELF823,'2025-05-13 10:00:00',IN_STOCK
824,824,SKU38497,500,0,20,WH3,SHELF824,'2025-05-13 10:00:00',LOW_STOCK
825,825,SKU30549,500,0,20,WH2,SHELF825,'2025-05-13 10:00:00',OUT_OF_STOCK
826,826,SKU92323,500,0,20,WH3,SHELF826,'2025-05-13 10:00:00',IN_STOCK
827,827,SKU93815,500,0,20,WH2,SHELF827,'2025-05-13 10:00:00',LOW_STOCK
828,828,SKU74664,500,0,20,WH1,SHELF828,'2025-05-13 10:00:00',OUT_OF_STOCK
829,829,SKU63441,500,0,20,WH3,SHELF829,'2025-05-13 10:00:00',IN_STOCK
830,830,SKU99786,500,0,20,WH2,SHELF830,'2025-05-13 10:00:00',LOW_STOCK
831,831,SKU93158,500,0,20,WH3,SHELF831,'2025-05-13 10:00:00',OUT_OF_STOCK
832,832,SKU69424,500,0,20,WH2,SHELF832,'2025-05-13 10:00:00',IN_STOCK
833,833,SKU99847,500,0,20,WH1,SHELF833,'2025-05-13 10:00:00',LOW_STOCK
834,834,SKU91936,500,0,20,WH3,SHELF834,'2025-05-13 10:00:00',OUT_OF_STOCK
835,835,SKU41427,500,0,20,WH2,SHELF835,'2025-05-13 10:00:00',IN_STOCK
836,836,SKU16830,500,0,20,WH3,SHELF836,'2025-05-13 10:00:00',LOW_STOCK
837,837,SKU63366,500,0,20,WH2,SHELF837,'2025-05-13 10:00:00',OUT_OF_STOCK
838,838,SKU71818,500,0,20,WH1,SHELF838,'2025-05-13 10:00:00',IN_STOCK
839,839,SKU39902,500,0,20,WH3,SHELF839,'2025-05-13 10:00:00',LOW_STOCK
